p1_clean,p2_clean,neighborhood,neighborhood_transferred,fusion,cooccurence,homology,coexpression,coexpression_transferred,experiments,experiments_transferred,database,database_transferred,textmining,textmining_transferred,combined_score
b2285,b4153,0,0,0,0,0,0,756,0,166,500,0,231,153,921
b2285,b0723,0,0,0,0,0,437,391,0,92,0,0,386,151,808
b2285,b2280,584,156,0,718,0,747,763,800,685,900,0,731,217,999
b2285,b2277,369,157,0,379,0,387,856,800,738,900,303,810,285,999
b2285,b2278,584,98,0,340,0,694,626,800,619,900,0,804,154,999
b2285,b2276,369,157,0,440,0,335,476,800,738,900,266,815,285,999
b2285,b2279,584,156,0,413,0,781,525,800,685,900,0,731,285,999
b2285,b2287,520,157,0,594,0,848,851,800,738,900,222,591,286,999
b2285,b3731,0,0,0,0,0,69,747,0,148,0,0,120,285,850
b2285,b2283,613,156,0,770,0,859,850,933,724,900,664,954,226,999
b2285,b2281,592,84,0,741,0,754,537,900,582,900,128,810,139,999
b2285,b0726,0,0,0,0,0,698,127,0,0,0,0,261,64,793
b2285,b2284,773,154,857,775,0,988,728,901,731,900,653,979,211,999
b2285,b2282,613,156,0,334,0,756,846,800,738,900,303,810,285,999
b2285,b2288,501,157,0,455,0,703,742,800,738,900,303,624,286,999
b2285,b3735,0,0,0,0,0,120,803,0,91,0,0,94,204,865
b2285,b2286,773,214,591,689,0,987,915,800,802,900,821,877,319,999
b2285,b0721,0,0,0,0,0,273,847,0,0,0,0,268,282,933
b2285,b0724,0,0,0,0,0,461,756,0,166,0,0,274,153,920
b2285,b3733,0,0,0,0,0,150,805,0,91,0,0,112,231,878
b2286,b2288,501,216,0,775,0,857,968,900,802,900,821,475,319,999
b2286,b2285,773,214,591,689,0,987,915,800,802,900,821,877,319,999
b2286,b0721,0,42,0,0,0,290,919,0,140,0,0,271,318,970
b2286,b3735,0,200,0,0,0,192,915,0,117,0,0,206,319,967
b2286,b1136,0,108,0,0,0,109,680,0,0,0,0,53,315,804
b2286,b0724,0,181,0,0,0,467,912,0,199,0,0,202,317,979
b2286,b0728,0,99,0,0,0,465,903,0,129,0,0,208,318,972
b2286,b4153,0,181,0,0,0,0,912,0,199,500,0,277,317,982
b2286,b3732,0,216,0,0,0,100,806,0,142,0,0,640,319,964
b2286,b2277,369,216,0,774,0,389,994,800,802,900,821,961,318,999
b2286,b3731,0,217,0,0,0,66,911,0,235,0,0,233,319,967
b2286,b2283,613,215,0,774,0,812,977,983,802,900,821,926,319,999
b2286,b2281,592,195,0,775,0,754,899,900,802,900,821,975,313,999
b2286,b0726,0,0,0,0,0,698,520,0,126,0,0,135,316,911
b2286,b2282,613,215,29,775,0,830,961,900,802,900,821,982,318,999
b2286,b3736,0,198,0,0,0,190,525,0,0,0,0,269,316,817
b2286,b2284,773,214,462,577,0,983,917,900,802,900,821,933,319,999
b2286,b3733,0,209,0,0,0,192,918,0,176,0,0,320,318,975
b2286,b1276,0,61,0,0,0,73,516,0,118,0,0,118,314,722
b2286,b0727,0,0,0,0,0,454,343,0,215,0,0,266,66,771
b2286,b4154,0,109,0,0,0,0,885,0,161,500,0,147,317,969
b2286,b0720,0,85,0,0,0,207,576,0,143,0,0,46,315,787
b2286,b3734,0,201,191,0,0,140,917,0,148,0,0,389,319,978
b2286,b2280,584,216,0,775,0,756,921,900,802,900,0,938,319,999
b2286,b0723,0,109,0,0,0,680,885,0,161,0,0,324,317,984
b2286,b0729,0,62,0,0,0,334,881,0,90,0,0,154,313,951
b2286,b0722,0,0,0,0,0,386,801,0,0,0,0,163,0,888
b2286,b1611,0,0,0,0,0,53,655,0,85,0,0,68,316,774
b2286,b2278,584,199,2,774,0,736,907,800,802,900,0,879,316,999
b2286,b3737,0,200,0,0,0,183,683,0,0,0,0,328,319,887
b2286,b3738,0,200,0,0,0,334,218,0,0,0,0,230,319,741
b2286,b2276,369,216,0,774,0,340,973,800,802,900,821,930,319,999
b2286,b2279,584,216,0,774,0,774,982,900,802,900,0,872,319,999
b2286,b1702,0,185,0,0,0,68,130,0,0,0,0,810,318,898
b2286,b2287,520,216,900,775,0,957,922,962,802,900,821,323,319,999
b2287,b2284,520,157,0,560,0,851,850,900,731,900,222,605,286,999
b2287,b2285,520,157,0,594,0,848,851,800,738,900,222,591,286,999
b2287,b2288,741,155,541,775,0,983,798,900,731,900,735,891,283,999
b2287,b2282,423,157,0,775,0,696,858,900,731,900,735,395,286,999
b2287,b2281,411,84,0,775,0,665,538,900,582,900,295,530,139,999
b2287,b0724,0,55,0,0,0,496,528,0,134,0,0,0,133,800
b2287,b1136,0,51,0,0,0,94,708,0,0,0,0,0,66,734
b2287,b0721,0,0,0,0,0,383,680,0,0,0,0,0,140,815
b2287,b2286,520,216,900,775,0,957,922,962,802,900,821,323,319,999
b2287,b0723,0,48,0,0,0,530,385,0,90,0,0,0,136,744
b2287,b2280,406,157,0,774,0,579,806,800,738,900,0,519,286,999
b2287,b4154,0,48,0,0,0,0,385,0,90,500,0,105,136,746
b2287,b4153,0,55,0,0,0,0,528,0,134,500,0,143,133,823
b2287,b2276,276,157,0,774,0,207,853,800,738,900,710,599,286,999
b2287,b2279,406,157,0,775,0,661,859,800,732,900,0,502,286,999
b2287,b3731,0,158,0,0,0,68,721,0,91,0,0,0,286,831
b2287,b2283,423,157,0,740,0,635,860,900,731,900,749,380,286,999
b2287,b2277,276,157,0,774,0,163,855,800,738,900,735,455,286,999
b2287,b2278,406,98,0,774,0,335,740,800,634,900,0,395,158,999
b2288,b2283,409,157,0,715,0,336,710,800,738,900,222,456,286,999
b2288,b2287,741,155,541,775,0,983,798,900,731,900,735,891,283,999
b2288,b3738,0,109,0,0,0,275,655,0,0,0,0,0,287,819
b2288,b2276,269,157,0,775,0,109,836,980,676,900,739,642,286,999
b2288,b2279,393,157,0,775,0,359,831,980,676,900,0,624,286,999
b2288,b2278,393,98,0,775,0,192,578,961,621,900,0,523,157,999
b2288,b2277,269,157,0,774,0,119,821,961,710,900,753,529,286,999
b2288,b2280,393,157,0,775,0,369,695,980,676,900,0,644,286,999
b2288,b2286,501,216,0,775,0,857,968,900,802,900,821,475,319,999
b2288,b2282,409,157,0,775,0,352,862,900,731,900,753,523,286,999
b2288,b2285,501,157,0,455,0,703,742,800,738,900,303,624,286,999
b2288,b2284,501,157,0,369,0,647,800,800,738,900,222,601,286,999
b2288,b2281,397,84,0,774,0,307,534,900,582,900,260,644,139,999
b2296,b4015,0,0,0,0,0,0,536,0,0,0,0,809,154,918
b2296,b1852,0,49,0,0,0,44,0,0,0,0,0,735,155,769
b2296,b2976,0,0,0,0,0,0,399,0,0,0,0,540,133,739
b2296,b2463,0,107,0,0,0,0,531,0,0,0,0,624,313,877
b2296,b4025,0,94,0,0,0,55,0,0,0,0,0,680,156,737
b2296,b1101,0,156,0,0,0,181,0,0,0,0,0,731,102,810
b2296,b2416,0,0,0,0,0,131,125,500,0,0,0,457,67,772
b2296,b1136,0,0,0,0,0,45,0,0,0,0,0,740,66,747
b2296,b1779,0,67,0,0,0,150,0,0,0,0,0,645,133,723
b2296,b1380,0,72,0,0,0,47,0,0,0,0,0,894,132,907
b2296,b0720,0,0,2,0,0,0,221,0,0,0,0,805,133,856
b2296,b2458,0,76,0,751,0,0,531,0,0,900,0,949,124,999
b2296,b0903,0,0,0,0,0,274,68,0,0,0,0,902,99,932
b2296,b1676,0,76,0,0,0,194,69,0,0,0,0,623,133,732
b2296,b3114,0,0,0,0,0,0,68,0,0,0,0,892,99,901
b2296,b0114,0,0,0,0,0,54,141,0,0,0,0,621,155,704
b2296,b3403,0,0,0,0,0,0,0,0,0,0,0,808,154,830
b2296,b0351,0,0,0,0,0,0,0,0,0,0,0,731,136,757
b2296,b2297,563,197,0,765,0,747,906,0,0,900,0,964,315,999
b2296,b4014,0,0,0,0,0,0,399,0,0,0,0,781,133,875
b2296,b3956,0,0,0,0,0,0,0,0,0,0,0,816,154,837
b2296,b1241,0,108,0,0,0,117,127,0,0,0,0,897,209,933
b2296,b0116,0,61,0,0,0,49,46,0,0,0,0,781,100,801
b2296,b3115,0,0,0,124,886,0,0,0,0,900,0,93,0,913
b2296,b1702,0,91,0,0,0,0,0,0,0,0,0,731,155,775
b2297,b3236,0,0,0,0,0,0,0,0,93,0,0,624,317,746
b2297,b0903,0,46,0,0,0,285,62,0,0,900,0,901,95,992
b2297,b2926,0,197,0,0,0,116,232,0,0,0,0,541,315,797
b2297,b0720,0,62,0,0,0,0,163,0,0,0,0,808,314,882
b2297,b2458,0,81,0,170,824,0,54,0,0,900,0,102,0,923
b2297,b4154,0,63,0,0,0,55,112,0,0,0,0,730,314,827
b2297,b3114,0,46,0,0,0,0,62,0,0,900,0,892,95,989
b2297,b0729,0,68,0,0,0,0,0,0,0,800,0,202,190,863
b2297,b1676,0,197,0,0,0,110,218,0,0,0,0,645,138,797
b2297,b3956,0,0,0,0,0,43,0,0,0,0,0,810,317,864
b2297,b0351,0,0,0,0,0,0,0,0,0,900,0,786,69,978
b2297,b3403,0,0,0,0,0,46,54,0,0,0,0,801,316,860
b2297,b1702,0,60,0,0,0,0,0,0,0,0,0,630,316,741
b2297,b1241,0,60,0,0,0,73,56,0,0,900,0,901,293,992
b2297,b0115,0,106,0,0,0,108,127,0,0,900,0,527,313,972
b2297,b3951,0,46,0,0,0,0,62,0,0,900,0,102,95,914
b2297,b2296,563,197,0,765,0,747,906,0,0,900,0,964,315,999
b2297,b4025,0,106,0,0,0,75,300,0,95,0,0,782,317,903
b2297,b1101,0,200,0,0,0,54,0,0,0,0,0,782,140,839
b2297,b2779,0,199,1,0,0,113,63,0,0,0,0,455,315,706
b2297,b1779,0,93,0,0,0,111,49,0,0,0,0,544,304,712
b2297,b3916,0,200,0,0,0,52,0,0,0,0,0,540,283,716
b2297,b1854,0,197,0,0,0,84,218,0,0,0,0,622,138,778
b2297,b0728,0,106,0,0,0,0,44,0,0,800,0,260,294,894
b2297,b0114,0,109,0,0,0,182,132,0,0,0,0,621,315,805
b2297,b4014,0,45,0,0,0,0,365,0,0,900,0,732,315,986
b2297,b0116,0,81,0,0,0,46,147,0,0,0,0,688,142,763
b2297,b3115,0,197,0,758,0,0,906,0,0,900,0,529,315,999
b2297,b2976,0,45,0,0,0,0,365,0,0,900,0,520,315,976
b2297,b4015,0,0,0,0,0,0,404,0,0,0,0,809,316,915
b2297,b1852,0,0,0,0,0,55,385,0,0,0,0,731,316,878
b2297,b3919,0,60,0,0,0,127,0,0,0,0,0,786,317,864
b2297,b1136,0,0,0,0,0,0,71,0,0,0,0,730,298,808
b2297,b1380,0,194,0,0,0,47,0,0,93,0,0,898,313,942
b2415,b1702,0,65,0,0,0,0,56,0,0,500,0,500,0,749
b2415,b1818,0,60,0,0,0,192,0,0,0,900,0,261,67,938
b2415,b0474,0,0,0,0,0,147,43,0,0,800,0,460,0,900
b2415,b1817,0,176,0,0,0,301,52,954,0,900,0,454,204,998
b2415,b1676,0,60,0,0,0,151,66,0,0,800,0,770,66,960
b2415,b2926,0,0,0,0,0,691,74,0,0,0,0,380,204,839
b2415,b2779,0,0,0,0,0,272,73,0,0,500,0,287,105,745
b2415,b1779,0,0,0,0,0,743,70,0,0,0,0,386,69,845
b2415,b4232,0,0,0,0,0,0,54,0,0,500,0,479,42,732
b2415,b2417,525,157,342,247,0,385,705,990,0,900,0,941,107,999
b2415,b1723,0,60,0,0,0,46,0,0,0,800,0,672,83,936
b2415,b2416,628,156,388,770,0,748,426,999,0,900,0,989,140,999
b2415,b1819,0,60,0,0,0,110,0,0,0,900,0,323,285,952
b2415,b1101,0,106,0,0,0,307,0,0,0,900,0,950,134,996
b2415,b1621,0,106,0,0,0,0,0,0,0,900,0,0,134,915
b2415,b2925,0,45,0,0,0,276,208,0,0,500,0,322,62,785
b2416,b2417,639,156,900,533,0,755,126,900,0,0,0,935,74,999
b2416,b2296,0,0,0,0,0,131,125,500,0,0,0,457,67,772
b2416,b1101,0,108,164,376,0,91,217,0,0,0,0,942,141,978
b2416,b2415,628,156,388,770,0,748,426,999,0,900,0,989,140,999
b2416,b1817,0,192,0,180,0,274,43,0,0,0,0,399,271,751
b2417,b2465,0,0,0,0,0,79,0,0,0,800,0,153,90,839
b2417,b0008,0,0,0,0,0,66,58,0,0,800,0,208,0,841
b2417,b2464,0,0,0,0,0,72,58,0,0,800,0,75,0,816
b2417,b2097,0,0,0,0,0,84,0,0,0,800,0,200,0,840
b2417,b2935,0,0,0,0,0,0,0,0,0,800,0,386,90,878
b2417,b2415,525,157,342,247,0,385,705,990,0,900,0,941,107,999
b2417,b1101,0,110,900,775,0,73,71,984,0,900,0,934,160,999
b2417,b4025,0,83,0,0,0,51,0,0,0,900,0,385,139,945
b2417,b2925,0,0,0,0,0,100,74,0,0,800,0,107,85,838
b2417,b1621,0,110,900,775,0,0,71,0,0,900,0,260,160,998
b2417,b1852,0,52,0,0,0,52,0,0,0,800,0,388,95,882
b2417,b2416,639,156,900,533,0,755,126,900,0,0,0,935,74,999
b2458,b2296,0,76,0,751,0,0,531,0,0,900,0,949,124,999
b2458,b0115,0,65,0,0,0,0,70,0,0,900,0,324,105,937
b2458,b2976,0,45,0,0,0,0,365,0,0,900,0,120,105,943
b2458,b3951,0,0,0,0,0,68,62,0,0,900,0,204,83,924
b2458,b4015,0,0,0,0,0,0,404,0,0,0,0,476,139,707
b2458,b3114,0,0,0,0,0,0,62,0,0,900,0,891,83,989
b2458,b0729,0,58,0,0,0,0,0,0,0,800,0,52,67,811
b2458,b0903,0,0,0,0,0,0,62,0,0,900,0,891,83,989
b2458,b0728,0,76,0,0,0,0,44,0,0,800,0,0,134,826
b2458,b1241,0,0,0,0,0,0,56,0,0,900,0,809,175,983
b2458,b3115,0,76,0,747,0,0,531,0,0,0,0,492,124,942
b2458,b4014,0,45,0,0,0,0,365,0,0,900,0,161,105,946
b2458,b2297,0,81,0,170,824,0,54,0,0,900,0,102,0,923
b2458,b0351,0,0,0,0,0,45,0,0,0,900,0,786,0,977
b2463,b2296,0,107,0,0,0,0,531,0,0,0,0,624,313,877
b2463,b4122,0,234,6,0,0,0,0,0,0,900,0,272,331,957
b2463,b4025,0,82,0,0,0,0,220,0,95,0,0,460,316,717
b2463,b3951,0,0,0,0,0,0,125,0,0,900,0,88,284,935
b2463,b0726,0,193,0,0,0,334,60,0,0,0,0,286,316,708
b2463,b3962,0,188,0,0,0,148,381,0,0,0,0,644,289,871
b2463,b1779,0,193,0,0,0,0,0,0,0,0,0,503,314,700
b2463,b2133,0,101,0,0,0,94,70,0,0,900,0,147,205,936
b2463,b0723,0,98,0,0,0,283,220,0,0,0,0,327,313,724
b2463,b3114,0,0,0,0,0,0,125,0,0,900,0,200,284,943
b2463,b1676,0,195,0,0,0,0,224,0,115,900,0,644,314,983
b2463,b3236,0,194,0,0,0,275,94,0,121,900,0,645,316,985
b2463,b0903,0,0,0,0,0,0,125,0,0,900,0,387,284,956
b2463,b1612,0,234,6,0,0,289,0,0,0,900,0,470,331,977
b2463,b1479,0,0,0,0,606,52,64,0,0,900,0,383,103,941
b2463,b2464,415,0,0,0,0,46,398,0,0,0,0,118,289,751
b2463,b0720,0,193,0,0,0,247,163,0,65,800,0,681,314,973
b2463,b1702,0,107,0,0,0,150,0,0,0,900,0,735,316,983
b2463,b3956,0,0,0,0,0,0,0,0,0,0,0,808,316,863
b2463,b3528,0,192,0,0,0,151,54,0,0,0,0,453,313,711
b2463,b1611,0,198,0,0,0,72,365,0,0,900,0,207,316,968
b2463,b3403,0,192,0,0,0,68,300,0,0,0,0,878,316,947
b2463,b2976,0,165,0,0,0,148,365,0,0,900,0,387,313,976
b2463,b1852,0,80,0,0,0,0,221,0,0,0,0,643,316,801
b2463,b4015,0,0,0,0,0,253,404,0,0,0,0,624,314,869
b2463,b1380,0,155,0,0,0,0,0,0,93,900,0,523,313,970
b2463,b1136,0,81,0,0,0,114,137,0,84,0,0,645,316,807
b2463,b0114,0,198,0,0,0,0,58,0,0,900,0,230,315,952
b2463,b1854,0,195,0,0,0,0,224,0,115,900,0,621,314,982
b2463,b0116,0,188,0,0,0,72,381,0,0,0,0,386,289,759
b2463,b4014,0,165,0,0,0,183,365,0,0,900,0,600,313,985
b2464,b2463,415,0,0,0,0,46,398,0,0,0,0,118,289,751
b2464,b3386,0,60,0,0,0,0,66,0,133,0,0,735,105,786
b2464,b3919,0,62,0,0,0,84,268,0,113,800,0,737,156,968
b2464,b1621,0,0,0,0,0,0,114,0,0,800,0,0,63,819
b2464,b1852,0,98,0,0,0,51,345,0,171,0,0,732,156,870
b2464,b2925,0,59,0,0,0,46,219,0,0,900,0,529,95,963
b2464,b3925,0,62,0,0,0,0,0,0,0,900,0,501,100,952
b2464,b4025,0,98,0,0,0,79,375,0,0,900,0,731,156,985
b2464,b1101,0,0,0,0,0,0,114,0,0,800,0,262,63,861
b2464,b1723,0,0,0,0,0,369,133,0,0,900,0,120,93,948
b2464,b2779,0,0,0,0,0,81,257,0,69,800,0,500,157,933
b2464,b1779,0,45,0,0,0,0,221,0,0,800,0,452,133,916
b2464,b4232,0,70,0,0,0,0,73,0,0,900,0,386,141,946
b2464,b3916,0,55,0,0,0,69,50,86,0,900,0,390,133,948
b2464,b2417,0,0,0,0,0,72,58,0,0,800,0,75,0,816
b2464,b0008,0,0,0,60,974,0,0,0,0,900,0,42,0,902
b2464,b3612,0,0,0,0,0,0,0,0,69,800,0,106,143,838
b2464,b2926,0,61,0,0,0,84,127,0,0,0,0,730,156,797
b2464,b1854,0,61,0,0,0,43,122,0,0,800,0,324,110,882
b2464,b2465,714,76,0,0,0,936,348,0,146,900,0,936,133,999
b2464,b0114,0,0,0,0,0,0,54,0,0,800,0,264,106,858
b2464,b1676,0,61,0,0,0,52,122,0,0,800,0,323,110,883
b2464,b2935,0,76,0,0,0,0,348,0,146,900,0,935,133,996
b2464,b0755,0,55,0,0,0,93,65,0,76,800,0,274,132,880
b2464,b2097,0,59,0,0,0,754,126,0,0,900,0,389,50,985
b2464,b2029,0,76,0,0,0,0,527,0,111,0,0,731,133,892
b2464,b1702,0,61,0,0,0,0,0,0,0,800,0,530,137,913
b2464,b4395,0,62,0,0,0,0,57,0,0,800,0,0,70,813
b2465,b0114,0,0,0,0,0,0,68,0,0,800,0,267,135,865
b2465,b0008,0,76,0,0,0,0,348,0,146,900,0,935,133,996
b2465,b3612,0,59,0,0,0,0,51,0,0,800,0,153,158,849
b2465,b1854,0,76,0,0,0,0,347,0,71,800,0,454,133,934
b2465,b4395,0,59,0,0,0,0,0,0,0,800,0,87,109,826
b2465,b2935,0,0,0,51,986,72,0,112,0,900,0,52,0,912
b2465,b4090,0,98,0,0,0,0,63,0,0,900,0,600,156,966
b2465,b1852,0,98,0,0,0,46,350,0,214,0,0,624,155,827
b2465,b1621,0,0,0,0,0,0,0,0,0,800,0,0,208,834
b2465,b3919,0,94,0,0,0,102,296,0,107,800,0,621,156,957
b2465,b2925,0,62,0,0,0,66,219,0,0,900,0,386,100,953
b2465,b2417,0,0,0,0,0,79,0,0,0,800,0,153,90,839
b2465,b1723,0,0,0,0,0,337,0,0,0,900,0,506,112,967
b2465,b2914,0,98,0,0,0,0,0,0,96,900,0,563,156,964
b2465,b1676,0,76,0,0,0,43,347,0,71,800,0,500,133,940
b2465,b2926,0,98,0,168,0,74,399,0,80,0,0,544,157,810
b2465,b2464,714,76,0,0,0,936,348,0,146,900,0,936,133,999
b2465,b1702,0,0,0,0,0,0,66,0,0,800,0,505,149,910
b2465,b0755,0,0,0,0,0,72,71,0,88,800,0,451,146,909
b2465,b2097,0,85,0,0,0,700,97,0,0,900,0,523,0,986
b2465,b2029,0,95,0,0,0,0,683,0,157,0,0,624,154,909
b2465,b3925,0,76,350,0,0,0,0,0,0,900,0,272,133,955
b2465,b4025,0,98,20,0,0,104,525,0,76,900,0,731,156,989
b2465,b1101,0,0,0,0,0,0,0,0,0,800,0,329,208,884
b2465,b3386,0,65,438,398,0,51,55,0,113,900,0,645,105,988
b2465,b2779,0,0,0,0,0,109,399,54,91,800,0,381,156,938
b2465,b1276,0,0,0,0,0,355,55,0,82,0,0,502,133,714
b2465,b1779,0,76,0,180,0,51,288,73,65,800,0,502,133,946
b2465,b4232,0,98,0,0,0,0,351,0,0,900,0,521,157,972
b2465,b3916,0,94,0,0,0,54,54,0,0,900,0,386,157,948
b2579,b3951,0,0,0,723,0,0,0,0,0,0,0,200,0,768
b2579,b0902,0,0,0,775,0,104,0,0,0,0,0,525,0,895
b2579,b3952,0,0,0,772,0,0,0,0,0,0,0,386,0,854
b2779,b1852,0,0,0,0,0,109,0,0,0,800,0,645,286,948
b2779,b3919,0,158,0,215,0,649,859,0,469,0,0,895,283,998
b2779,b2925,0,42,0,0,0,184,708,0,79,800,0,823,133,991
b2779,b3212,0,259,0,0,0,0,706,0,0,0,0,151,381,870
b2779,b1136,0,0,0,0,0,52,221,0,66,0,0,544,286,734
b2779,b2465,0,0,0,0,0,109,399,54,91,800,0,381,156,938
b2779,b1854,0,98,0,0,0,108,671,0,90,900,0,780,156,994
b2779,b3612,0,158,0,0,0,54,828,0,87,900,0,644,286,995
b2779,b0008,0,0,0,0,0,133,257,0,69,800,0,623,157,953
b2779,b4395,0,0,0,0,0,0,0,0,0,900,0,388,158,943
b2779,b2297,0,199,1,0,0,113,63,0,0,0,0,455,315,706
b2779,b0474,0,87,0,213,0,110,72,0,455,0,0,154,284,748
b2779,b2935,0,0,0,0,0,72,399,0,91,800,0,737,156,972
b2779,b2415,0,0,0,0,0,272,73,0,0,500,0,287,105,745
b2779,b4025,0,158,0,0,0,263,804,0,92,800,0,892,283,997
b2779,b3386,0,0,0,0,0,78,54,500,0,0,0,620,139,831
b2779,b3916,0,158,0,187,0,341,800,0,0,0,0,802,285,984
b2779,b1779,0,98,0,609,0,151,748,0,281,0,0,892,155,993
b2779,b3733,0,109,0,0,0,137,759,0,0,0,0,120,200,845
b2779,b4232,0,0,0,0,0,0,345,0,0,0,0,621,286,807
b2779,b1676,0,98,0,173,0,710,671,0,90,900,0,783,156,998
b2779,b2464,0,0,0,0,0,81,257,0,69,800,0,500,157,933
b2779,b2926,0,158,0,572,0,704,858,531,248,0,0,922,282,999
b2779,b3236,0,106,12,0,0,46,396,0,95,0,0,517,286,801
b2779,b3734,0,106,0,223,0,132,719,0,0,0,0,65,215,846
b2779,b1241,0,97,0,0,0,338,54,0,89,0,0,781,313,904
b2779,b1702,0,158,0,0,0,0,0,0,0,900,0,519,284,967
b2779,b2029,0,0,0,0,0,109,361,0,65,0,0,508,286,778
b2779,b3403,0,61,0,0,0,0,62,0,0,900,0,623,286,971
b2779,b2097,0,56,0,0,0,46,52,0,0,800,0,430,143,897
b2779,b3956,0,0,0,0,0,71,67,0,0,900,0,623,286,972
b2779,b0755,0,93,0,0,0,113,615,0,117,900,0,810,285,995
b2914,b2935,0,98,0,0,0,76,0,0,96,900,0,809,156,985
b2914,b2029,0,0,0,0,0,68,125,0,0,900,0,731,285,981
b2914,b2926,0,105,0,210,0,132,65,0,0,0,0,458,286,726
b2914,b0008,0,76,0,0,0,183,125,0,84,0,0,622,139,757
b2914,b2465,0,98,0,0,0,0,0,0,96,900,0,563,156,964
b2914,b1852,0,158,0,208,0,55,57,0,0,0,0,731,285,859
b2914,b3919,0,80,0,0,0,80,0,0,0,0,0,600,286,725
b2914,b3386,0,84,0,0,0,82,120,0,117,900,0,808,139,986
b2914,b4090,0,0,0,0,0,0,0,0,0,900,0,892,283,991
b2914,b4025,0,158,0,0,0,66,57,0,0,0,0,529,286,705
b2925,b1241,0,72,0,0,0,565,57,0,0,0,0,520,143,814
b2925,b4395,0,0,0,0,0,0,0,0,0,800,0,170,100,837
b2925,b1702,0,68,0,0,0,0,0,0,0,800,0,390,133,888
b2925,b0755,0,0,0,0,0,0,371,109,0,800,0,644,133,959
b2925,b2935,166,62,0,0,0,289,219,0,0,900,0,730,100,986
b2925,b2097,0,61,0,0,0,43,0,0,0,900,0,808,91,981
b2925,b1676,0,62,0,0,0,279,200,0,92,800,0,600,100,954
b2925,b2465,0,62,0,0,0,66,219,0,0,900,0,386,100,953
b2925,b0114,0,0,0,0,0,71,158,0,0,800,0,261,125,880
b2925,b1854,0,62,0,0,0,57,200,0,92,800,0,643,100,946
b2925,b2464,0,59,0,0,0,46,219,0,0,900,0,529,95,963
b2925,b0008,0,59,0,0,0,73,219,0,0,900,0,543,95,965
b2925,b2926,437,109,40,0,0,649,709,0,140,0,0,866,133,993
b2925,b3612,0,0,0,0,0,47,125,0,0,800,0,518,133,917
b2925,b4232,0,76,0,0,0,0,145,0,0,900,0,732,133,978
b2925,b1779,0,62,0,0,0,721,372,0,85,900,0,878,100,997
b2925,b2417,0,0,0,0,0,100,74,0,0,800,0,107,85,838
b2925,b3916,0,76,0,319,0,66,154,0,0,900,0,789,133,988
b2925,b2779,0,42,0,0,0,184,708,0,79,800,0,823,133,991
b2925,b1723,0,62,0,176,0,54,147,0,0,900,0,523,100,965
b2925,b4025,0,76,0,0,0,143,525,0,0,800,0,810,133,984
b2925,b2415,0,45,0,0,0,276,208,0,0,500,0,322,62,785
b2925,b1101,0,0,0,0,0,307,0,0,0,800,0,389,141,917
b2925,b3925,0,62,0,0,0,53,50,0,0,900,0,622,100,964
b2925,b3386,0,60,0,0,0,112,54,0,0,0,0,731,85,770
b2925,b1852,0,0,0,0,0,84,70,0,0,800,0,620,133,933
b2925,b3919,0,76,0,0,0,270,525,0,0,900,0,893,133,996
b2925,b1621,0,0,0,0,0,0,0,0,0,800,0,0,141,820
b2926,b2465,0,98,0,168,0,74,399,0,80,0,0,544,157,810
b2926,b1854,0,98,0,476,0,135,528,0,87,0,0,829,156,967
b2926,b3612,0,158,0,0,0,94,799,0,0,900,0,730,285,996
b2926,b0008,0,61,0,0,0,132,127,0,0,0,0,734,156,811
b2926,b4395,0,0,0,0,0,0,0,0,0,900,0,88,158,916
b2926,b2297,0,197,0,0,0,116,232,0,0,0,0,541,315,797
b2926,b2935,201,98,0,173,0,78,399,0,80,0,0,645,157,878
b2926,b3919,0,158,900,547,0,569,861,0,181,0,0,895,283,999
b2926,b1852,0,0,0,0,0,114,0,0,0,0,0,680,286,779
b2926,b2925,437,109,40,0,0,649,709,0,140,0,0,866,133,993
b2926,b1136,0,0,0,0,0,57,44,0,0,0,0,688,286,772
b2926,b1676,0,98,0,379,0,436,528,0,87,0,0,645,156,947
b2926,b2914,0,105,0,210,0,132,65,0,0,0,0,458,286,726
b2926,b2464,0,61,0,0,0,84,127,0,0,0,0,730,156,797
b2926,b0720,0,0,0,0,0,66,72,0,0,0,0,645,156,705
b2926,b3236,0,84,0,0,0,55,344,0,77,0,0,526,286,781
b2926,b1241,0,86,0,0,0,344,68,0,91,0,0,525,313,795
b2926,b1702,0,81,0,0,0,0,0,0,0,0,0,603,286,716
b2926,b2029,0,0,0,0,0,75,386,0,92,0,0,453,286,761
b2926,b3403,0,54,0,0,0,50,64,0,0,0,0,643,286,746
b2926,b3956,0,158,0,0,0,113,104,0,0,0,0,630,286,790
b2926,b0755,0,0,0,0,0,73,745,0,94,900,0,809,285,996
b2926,b2415,0,0,0,0,0,691,74,0,0,0,0,380,204,839
b2926,b4025,0,158,0,192,0,275,858,0,90,0,0,813,285,989
b2926,b3386,0,84,0,287,0,72,73,0,91,0,0,644,139,798
b2926,b3916,0,155,0,0,0,350,441,0,0,0,0,786,285,944
b2926,b1779,0,98,85,621,0,192,762,0,276,900,0,896,155,999
b2926,b2779,0,158,0,572,0,704,858,531,248,0,0,922,282,999
b2935,b1723,0,0,0,0,0,0,0,0,0,900,0,330,112,935
b2935,b2417,0,0,0,0,0,0,0,0,0,800,0,386,90,878
b2935,b1621,0,0,0,0,0,0,0,0,0,800,0,0,208,834
